,km,delta_year,target,lower,upper,90.0 percentile variation,model
191,-0.9705432624642646,3,175274373.0,155272038.0,195276708.0,-11.0,toyota avanza 1.3 g m/t
192,0.569145627558878,8,113506440.0,93504106.0,133508775.0,-18.0,toyota avanza 1.3 g m/t
193,0.4356184965814277,10,101572167.0,81569832.0,121574501.0,-20.0,toyota avanza 1.3 g m/t
194,-0.5711878933611869,6,135050613.0,115048279.0,155052948.0,-15.0,toyota avanza 1.3 g m/t
195,-0.6761661837427042,6,132670462.0,112668127.0,152672796.0,-15.0,toyota avanza 1.3 g m/t
196,-1.0938681237195487,9,110263333.0,90260999.0,130265668.0,-18.0,toyota avanza 1.3 g m/t
197,-0.7414957392168331,2,172133317.0,152130983.0,192135652.0,-12.0,toyota avanza 1.3 g m/t
198,-0.6857116549849027,2,170484759.0,150482425.0,190487094.0,-12.0,toyota avanza 1.3 g m/t
199,-0.5316267315844608,4,155956116.0,135953781.0,175958450.0,-13.0,toyota avanza 1.3 g m/t
200,0.13456396664686157,5,130268167.0,110265832.0,150270501.0,-15.0,toyota avanza 1.3 g m/t
201,0.38832900602374737,8,109089103.0,89086769.0,129091438.0,-18.0,toyota avanza 1.3 g m/t
202,-0.8987770818864516,6,132185000.0,112182665.0,152187335.0,-15.0,toyota avanza 1.3 g m/t
203,0.11680851440506583,6,133549631.0,113547296.0,153551965.0,-15.0,toyota avanza 1.3 g m/t
204,-1.0728505723605797,3,145559730.0,125557396.0,165562065.0,-14.0,toyota avanza 1.3 g m/t
205,0.6746712500070352,6,127923666.0,107921331.0,147926000.0,-16.0,toyota avanza 1.3 g m/t
206,0.039787945987510474,5,147120833.0,127118499.0,167123168.0,-14.0,toyota avanza 1.3 g m/t
207,3.021193286105268,8,126600000.0,106597665.0,146602335.0,-16.0,toyota avanza 1.3 g m/t
208,0.11923866878094663,5,131218167.0,111215832.0,151220501.0,-15.0,toyota avanza 1.3 g m/t
209,-1.1358594398721555,8,116910000.0,96907665.0,136912335.0,-17.0,toyota avanza 1.3 g m/t
210,0.7223986062180274,10,97650500.0,77648165.0,117652835.0,-20.0,toyota avanza 1.3 g m/t
211,-0.5911983537175387,9,113608333.0,93605999.0,133610668.0,-18.0,toyota avanza 1.3 g m/t
212,-0.5235918968461882,1,137840213.0,117837878.0,157842547.0,-15.0,toyota avanza 1.3 g m/t
213,-0.8101311803734664,8,125602500.0,105600165.0,145604835.0,-16.0,toyota avanza 1.3 g m/t
214,-0.2923331520495318,3,156451644.0,136449309.0,176453979.0,-13.0,toyota avanza 1.3 g m/t
215,1.9265291528256296,9,111755000.0,91752665.0,131757335.0,-18.0,toyota avanza 1.3 g m/t
216,2.1369673858073073,10,128435000.0,108432665.0,148437335.0,-16.0,toyota avanza 1.3 g m/t
217,-0.29855084432656015,3,156451644.0,136449309.0,176453979.0,-13.0,toyota avanza 1.3 g m/t
218,-0.3958883790577856,4,151684532.0,131682198.0,171686867.0,-13.0,toyota avanza 1.3 g m/t
219,1.707596326169702,13,87260000.0,67257665.0,107262335.0,-23.0,toyota avanza 1.3 g m/t
220,0.06951902384738545,6,135624662.0,115622328.0,155626997.0,-15.0,toyota avanza 1.3 g m/t
221,-0.043866287077719494,7,130139757.0,110137422.0,150142091.0,-15.0,toyota avanza 1.3 g m/t
222,2.3853247843657917,9,130925000.0,110922665.0,150927335.0,-15.0,toyota avanza 1.3 g m/t
223,-0.3373019546446594,3,156221644.0,136219309.0,176223979.0,-13.0,toyota avanza 1.3 g m/t
224,-0.1946672180783225,3,158208588.0,138206254.0,178210923.0,-13.0,toyota avanza 1.3 g m/t
225,-0.7377957744463479,6,139152959.0,119150624.0,159155293.0,-14.0,toyota avanza 1.3 g m/t
226,-0.5316267315844608,6,132435932.0,112433597.0,152438266.0,-15.0,toyota avanza 1.3 g m/t
227,-1.0886137358798065,4,143197222.0,123194888.0,163199557.0,-14.0,toyota avanza 1.3 g m/t
228,1.598129912841738,11,105360000.0,85357665.0,125362335.0,-19.0,toyota avanza 1.3 g m/t
229,-0.5255185057207604,10,96716667.0,76714332.0,116719001.0,-21.0,toyota avanza 1.3 g m/t
230,3.021193286105268,13,82630000.0,62627665.0,102632335.0,-24.0,toyota avanza 1.3 g m/t
231,0.18984450537748332,5,138828167.0,118825832.0,158830501.0,-14.0,toyota avanza 1.3 g m/t
232,0.08131950320413996,5,138794833.0,118792499.0,158797168.0,-14.0,toyota avanza 1.3 g m/t
233,0.35824763564122286,14,83165000.0,63162665.0,103167335.0,-24.0,toyota avanza 1.3 g m/t
234,2.70325903523553,14,85090000.0,65087665.0,105092335.0,-24.0,toyota avanza 1.3 g m/t
235,-0.428662623208178,2,161943107.0,141940772.0,181945441.0,-12.0,toyota avanza 1.3 g m/t
236,-0.9559842294916454,2,167041972.0,147039638.0,187044307.0,-12.0,toyota avanza 1.3 g m/t
237,-1.181003388728608,8,114940000.0,94937665.0,134942335.0,-17.0,toyota avanza 1.3 g m/t
238,-1.1569864576444526,3,178331286.0,158328951.0,198333620.0,-11.0,toyota avanza 1.3 g m/t
239,-0.7835089486521056,7,135636390.0,115634056.0,155638725.0,-15.0,toyota avanza 1.3 g m/t
240,0.7223986062180274,8,113413107.0,93410772.0,133415441.0,-18.0,toyota avanza 1.3 g m/t
241,-1.217981143150794,4,162187222.0,142184888.0,182189557.0,-12.0,toyota avanza 1.3 g m/t
242,0.11567006370645501,6,132161988.0,112159653.0,152164322.0,-15.0,toyota avanza 1.3 g m/t
243,0.02181356091905881,5,147290833.0,127288499.0,167293168.0,-14.0,toyota avanza 1.3 g m/t
244,1.093752466791812,6,129762309.0,109759974.0,149764643.0,-15.0,toyota avanza 1.3 g m/t
245,-0.3205535934054809,7,131220104.0,111217770.0,151222439.0,-15.0,toyota avanza 1.3 g m/t
246,-0.9008350504570173,4,145070222.0,125067887.0,165072556.0,-14.0,toyota avanza 1.3 g m/t
247,-0.26279911373364717,6,131894115.0,111891781.0,151896450.0,-15.0,toyota avanza 1.3 g m/t
248,1.225944107526661,8,112182202.0,92179868.0,132184537.0,-18.0,toyota avanza 1.3 g m/t
249,-0.7215071721431469,3,156927085.0,136924750.0,176929419.0,-13.0,toyota avanza 1.3 g m/t
250,1.5433967061777563,9,104880000.0,84877665.0,124882335.0,-19.0,toyota avanza 1.3 g m/t
251,-0.48173194038957484,7,126704281.0,106701946.0,146706615.0,-16.0,toyota avanza 1.3 g m/t
252,-1.1385304203573579,2,166219167.0,146216832.0,186221501.0,-12.0,toyota avanza 1.3 g m/t
